"CustomerID","Age","ZIPCode","Family","Experience","EducUgrad","EducGrad","EducProf","Income","CCAvg","Mortgage","PersLoan","SecAccount","CDAccount","OnlineAccount","CreditCard"
29.00,56.00,"94539",1.00,30.00,0,0,1,48.00,2.20,0.00,0.00,0.00,0.00,1.00,1.00
30.00,38.00,"94104",1.00,13.00,0,1,0,119.00,3.30,0.00,1.00,0.00,1.00,1.00,1.00
31.00,59.00,"93106",1.00,35.00,0,0,1,35.00,1.20,122.00,0.00,0.00,0.00,1.00,0.00
32.00,40.00,"94117",1.00,16.00,0,1,0,29.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00
33.00,53.00,"94801",2.00,28.00,0,0,1,41.00,0.60,193.00,0.00,0.00,0.00,0.00,0.00
34.00,30.00,"91330",3.00,6.00,0,0,1,18.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00
35.00,31.00,"94035",4.00,5.00,0,0,1,50.00,1.80,0.00,0.00,0.00,0.00,1.00,0.00
36.00,48.00,"92647",3.00,24.00,1,0,0,81.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00
37.00,59.00,"94720",1.00,35.00,1,0,0,121.00,2.90,0.00,0.00,0.00,0.00,0.00,1.00
38.00,51.00,"95814",1.00,25.00,0,0,1,71.00,1.40,198.00,0.00,0.00,0.00,0.00,0.00
39.00,42.00,"94114",3.00,18.00,0,0,1,141.00,5.00,0.00,1.00,1.00,1.00,1.00,0.00
40.00,38.00,"94115",4.00,13.00,0,0,1,80.00,0.70,285.00,0.00,0.00,0.00,1.00,0.00
41.00,57.00,"92672",3.00,32.00,0,0,1,84.00,1.60,0.00,0.00,1.00,0.00,0.00,0.00
42.00,34.00,"94122",3.00,9.00,1,0,0,60.00,2.30,0.00,0.00,0.00,0.00,0.00,0.00
43.00,32.00,"90019",4.00,7.00,0,1,0,132.00,1.10,412.00,1.00,0.00,0.00,1.00,0.00
44.00,39.00,"95616",1.00,15.00,1,0,0,45.00,0.70,0.00,0.00,0.00,0.00,1.00,0.00
45.00,46.00,"94065",1.00,20.00,1,0,0,104.00,5.70,0.00,0.00,0.00,0.00,1.00,1.00
46.00,57.00,"94720",4.00,31.00,1,0,0,52.00,2.50,0.00,0.00,0.00,0.00,0.00,1.00
47.00,39.00,"95014",3.00,14.00,0,1,0,43.00,0.70,153.00,0.00,0.00,0.00,1.00,0.00
48.00,37.00,"91380",4.00,12.00,0,0,1,194.00,0.20,211.00,1.00,1.00,1.00,1.00,1.00
49.00,56.00,"95747",2.00,26.00,0,0,1,81.00,4.50,0.00,0.00,0.00,0.00,0.00,1.00
50.00,40.00,"92373",1.00,16.00,1,0,0,49.00,1.80,0.00,0.00,0.00,0.00,0.00,1.00
51.00,32.00,"92093",4.00,8.00,0,1,0,8.00,0.70,0.00,0.00,1.00,0.00,1.00,0.00
52.00,61.00,"94720",1.00,37.00,1,0,0,131.00,2.90,0.00,0.00,0.00,0.00,1.00,0.00
53.00,30.00,"94005",1.00,6.00,1,0,0,72.00,0.10,207.00,0.00,0.00,0.00,0.00,0.00
54.00,50.00,"90245",3.00,26.00,0,0,1,190.00,2.10,240.00,1.00,0.00,0.00,1.00,0.00
55.00,29.00,"95819",1.00,5.00,0,0,1,44.00,0.20,0.00,0.00,0.00,0.00,1.00,0.00
56.00,41.00,"94022",2.00,17.00,1,0,0,139.00,8.00,0.00,0.00,0.00,0.00,1.00,0.00
57.00,55.00,"94005",3.00,30.00,0,1,0,29.00,0.10,0.00,0.00,1.00,1.00,1.00,0.00
58.00,56.00,"95616",2.00,31.00,0,0,1,131.00,1.20,0.00,1.00,0.00,0.00,0.00,0.00
59.00,28.00,"94065",2.00,2.00,1,0,0,93.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00
60.00,31.00,"91320",2.00,5.00,1,0,0,188.00,4.50,455.00,0.00,0.00,0.00,0.00,0.00
61.00,49.00,"90404",3.00,24.00,0,1,0,39.00,1.70,0.00,0.00,1.00,0.00,1.00,0.00
62.00,47.00,"93407",1.00,21.00,1,0,0,125.00,5.70,112.00,0.00,1.00,0.00,0.00,0.00
63.00,42.00,"90089",1.00,18.00,1,0,0,22.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
64.00,42.00,"94523",4.00,17.00,0,1,0,32.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
65.00,47.00,"90024",2.00,23.00,1,0,0,105.00,3.30,0.00,0.00,0.00,0.00,0.00,0.00
66.00,59.00,"91360",1.00,35.00,1,0,0,131.00,3.80,0.00,0.00,0.00,0.00,1.00,1.00
67.00,62.00,"95670",2.00,36.00,1,0,0,105.00,2.80,336.00,0.00,0.00,0.00,0.00,0.00
68.00,53.00,"95123",4.00,23.00,0,0,1,45.00,2.00,132.00,0.00,1.00,0.00,0.00,0.00
69.00,47.00,"93407",3.00,21.00,1,0,0,60.00,2.10,0.00,0.00,0.00,0.00,1.00,1.00
70.00,53.00,"90045",4.00,29.00,1,0,0,20.00,0.20,0.00,0.00,0.00,0.00,1.00,0.00
71.00,42.00,"91335",1.00,18.00,1,0,0,115.00,3.50,0.00,0.00,0.00,0.00,0.00,1.00
72.00,53.00,"93907",4.00,29.00,0,1,0,69.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00
73.00,44.00,"92007",1.00,20.00,1,0,0,130.00,5.00,0.00,0.00,0.00,0.00,0.00,1.00
74.00,41.00,"94606",1.00,16.00,0,0,1,85.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00
75.00,28.00,"94611",2.00,3.00,1,0,0,135.00,3.30,0.00,0.00,0.00,0.00,0.00,1.00
76.00,31.00,"94901",4.00,7.00,0,1,0,135.00,3.80,0.00,1.00,0.00,1.00,1.00,1.00
77.00,58.00,"91320",3.00,32.00,0,0,1,12.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00
78.00,46.00,"92220",3.00,20.00,0,1,0,29.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
79.00,54.00,"93305",2.00,30.00,0,0,1,133.00,2.60,0.00,1.00,0.00,0.00,0.00,0.00
80.00,50.00,"94720",2.00,26.00,1,0,0,19.00,0.40,118.00,0.00,0.00,0.00,1.00,0.00
81.00,60.00,"95134",4.00,36.00,1,0,0,41.00,1.30,174.00,0.00,0.00,0.00,1.00,1.00
82.00,47.00,"94612",3.00,22.00,0,1,0,40.00,2.70,0.00,0.00,0.00,0.00,1.00,0.00
83.00,41.00,"92507",1.00,16.00,0,0,1,82.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00
84.00,33.00,"94305",1.00,9.00,0,1,0,50.00,2.40,0.00,0.00,0.00,0.00,0.00,0.00
85.00,46.00,"91730",1.00,22.00,0,0,1,18.00,0.90,0.00,0.00,0.00,0.00,1.00,0.00
86.00,27.00,"94005",4.00,2.00,0,0,1,109.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00
87.00,40.00,"94501",4.00,16.00,0,1,0,42.00,2.20,126.00,0.00,0.00,0.00,0.00,0.00
88.00,48.00,"94305",3.00,22.00,1,0,0,78.00,1.10,0.00,0.00,0.00,0.00,1.00,0.00
89.00,65.00,"94117",2.00,41.00,1,0,0,51.00,1.10,0.00,0.00,0.00,0.00,1.00,0.00
90.00,25.00,"94303",4.00,-1.00,0,0,1,113.00,2.30,0.00,0.00,0.00,0.00,0.00,1.00
91.00,55.00,"90277",4.00,30.00,0,1,0,118.00,5.60,0.00,1.00,0.00,0.00,1.00,0.00
92.00,35.00,"94105",4.00,10.00,0,0,1,29.00,1.10,0.00,0.00,0.00,0.00,1.00,0.00
93.00,43.00,"94305",3.00,19.00,0,1,0,34.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00
94.00,60.00,"94550",2.00,34.00,0,0,1,64.00,1.70,236.00,0.00,1.00,0.00,1.00,0.00
95.00,65.00,"92612",1.00,39.00,1,0,0,121.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
96.00,38.00,"95617",4.00,12.00,0,0,1,48.00,0.20,0.00,0.00,0.00,0.00,1.00,0.00
97.00,41.00,"95014",1.00,15.00,1,0,0,80.00,5.20,0.00,0.00,0.00,0.00,0.00,0.00
98.00,54.00,"92121",1.00,28.00,1,0,0,161.00,2.90,0.00,0.00,0.00,0.00,1.00,0.00
99.00,49.00,"92374",1.00,23.00,1,0,0,94.00,0.30,0.00,0.00,0.00,0.00,1.00,0.00
100.00,66.00,"91711",3.00,41.00,0,0,1,15.00,0.10,0.00,0.00,0.00,0.00,1.00,0.00
101.00,48.00,"94080",1.00,23.00,1,0,0,74.00,1.20,0.00,0.00,0.00,0.00,1.00,0.00
102.00,61.00,"94608",3.00,36.00,0,1,0,30.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00
103.00,53.00,"93555",3.00,23.00,0,0,1,44.00,1.00,198.00,0.00,0.00,0.00,1.00,1.00
104.00,43.00,"95670",2.00,18.00,0,1,0,22.00,0.30,0.00,0.00,0.00,0.00,1.00,0.00
105.00,56.00,"93311",4.00,32.00,1,0,0,38.00,1.30,166.00,0.00,0.00,0.00,1.00,1.00
106.00,24.00,"94704",3.00,0.00,0,1,0,35.00,0.10,0.00,0.00,1.00,0.00,1.00,0.00
107.00,43.00,"92717",4.00,17.00,1,0,0,69.00,2.90,0.00,0.00,0.00,0.00,1.00,1.00
108.00,42.00,"92037",1.00,18.00,1,0,0,43.00,0.70,136.00,0.00,0.00,0.00,0.00,0.00
109.00,33.00,"95136",1.00,7.00,0,0,1,32.00,0.60,166.00,0.00,0.00,0.00,1.00,0.00
110.00,43.00,"94542",1.00,17.00,1,0,0,49.00,2.80,0.00,0.00,0.00,0.00,1.00,0.00
111.00,41.00,"91330",3.00,14.00,0,1,0,9.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
112.00,62.00,"94143",4.00,38.00,0,1,0,45.00,1.30,0.00,0.00,0.00,0.00,1.00,0.00
113.00,40.00,"91775",3.00,15.00,1,0,0,82.00,1.00,309.00,0.00,0.00,0.00,0.00,0.00
114.00,58.00,"92703",2.00,34.00,1,0,0,92.00,2.80,103.00,0.00,0.00,0.00,0.00,0.00
115.00,39.00,"92354",3.00,14.00,0,0,1,39.00,0.50,0.00,0.00,0.00,0.00,1.00,0.00
116.00,65.00,"92024",3.00,40.00,0,1,0,81.00,1.80,0.00,0.00,0.00,0.00,1.00,0.00
117.00,54.00,"92831",1.00,29.00,0,1,0,35.00,1.50,0.00,0.00,0.00,0.00,1.00,0.00
118.00,58.00,"92833",2.00,33.00,0,0,1,61.00,2.30,193.00,0.00,0.00,0.00,1.00,0.00
119.00,41.00,"92647",3.00,16.00,1,0,0,73.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00
120.00,32.00,"94304",1.00,7.00,1,0,0,112.00,4.60,366.00,0.00,0.00,0.00,0.00,0.00
121.00,54.00,"90057",2.00,29.00,0,0,1,12.00,0.20,0.00,0.00,0.00,0.00,1.00,0.00
122.00,52.00,"91711",3.00,26.00,0,0,1,38.00,0.90,0.00,0.00,0.00,0.00,1.00,0.00
123.00,58.00,"94523",2.00,32.00,0,1,0,73.00,0.70,0.00,0.00,0.00,0.00,1.00,1.00
124.00,37.00,"92130",1.00,13.00,0,1,0,84.00,3.60,0.00,0.00,1.00,0.00,0.00,0.00
125.00,39.00,"92121",4.00,15.00,1,0,0,78.00,2.40,118.00,0.00,0.00,0.00,1.00,0.00
126.00,60.00,"91301",3.00,35.00,1,0,0,80.00,0.50,0.00,0.00,0.00,0.00,1.00,0.00
127.00,31.00,"92096",2.00,5.00,1,0,0,115.00,1.30,101.00,0.00,0.00,0.00,1.00,1.00
128.00,34.00,"92646",1.00,8.00,0,1,0,82.00,2.70,251.00,0.00,0.00,0.00,1.00,0.00
129.00,38.00,"92182",2.00,14.00,1,0,0,74.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
130.00,41.00,"92131",3.00,16.00,0,0,1,70.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00
131.00,28.00,"94801",3.00,4.00,1,0,0,81.00,1.50,276.00,0.00,0.00,0.00,1.00,0.00
132.00,58.00,"93720",4.00,34.00,0,1,0,149.00,7.20,0.00,1.00,0.00,1.00,1.00,1.00
133.00,31.00,"90840",2.00,1.00,0,0,1,51.00,1.75,0.00,0.00,0.00,0.00,0.00,0.00
134.00,30.00,"90245",3.00,4.00,0,1,0,39.00,1.10,0.00,0.00,0.00,0.00,1.00,0.00
135.00,53.00,"95035",3.00,29.00,0,1,0,98.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00
136.00,58.00,"93010",4.00,33.00,1,0,0,45.00,2.10,0.00,0.00,0.00,0.00,1.00,1.00
137.00,59.00,"95035",4.00,32.00,0,1,0,49.00,2.50,0.00,0.00,0.00,0.00,1.00,0.00
138.00,49.00,"95054",2.00,25.00,1,0,0,128.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00
139.00,59.00,"94928",3.00,34.00,1,0,0,42.00,1.50,0.00,0.00,1.00,1.00,0.00,1.00
140.00,59.00,"93305",1.00,35.00,0,0,1,18.00,1.20,0.00,0.00,0.00,0.00,1.00,0.00
141.00,51.00,"90245",2.00,25.00,0,0,1,31.00,0.40,161.00,0.00,0.00,0.00,1.00,1.00
142.00,35.00,"95831",3.00,11.00,1,0,0,58.00,2.00,149.00,0.00,0.00,0.00,1.00,1.00
143.00,33.00,"91770",1.00,9.00,0,0,1,48.00,2.10,0.00,0.00,0.00,0.00,0.00,1.00
144.00,25.00,"94117",4.00,1.00,1,0,0,54.00,1.60,0.00,0.00,0.00,0.00,1.00,1.00
145.00,49.00,"92093",2.00,23.00,0,1,0,70.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
146.00,59.00,"90007",1.00,35.00,1,0,0,124.00,7.40,0.00,0.00,0.00,0.00,0.00,1.00
147.00,46.00,"94102",1.00,19.00,0,1,0,84.00,2.66,0.00,0.00,0.00,0.00,1.00,1.00
148.00,50.00,"94542",4.00,25.00,0,0,1,83.00,3.60,188.00,0.00,0.00,0.00,1.00,0.00
149.00,52.00,"91423",2.00,28.00,1,0,0,163.00,0.40,116.00,0.00,0.00,0.00,1.00,0.00
150.00,48.00,"93955",3.00,22.00,0,1,0,42.00,2.20,0.00,0.00,0.00,0.00,0.00,0.00
151.00,46.00,"94107",2.00,22.00,1,0,0,118.00,7.50,0.00,0.00,0.00,1.00,1.00,1.00
152.00,26.00,"92834",3.00,0.00,0,0,1,132.00,6.50,0.00,1.00,0.00,0.00,0.00,1.00
153.00,57.00,"93117",1.00,32.00,1,0,0,24.00,1.30,0.00,0.00,0.00,0.00,1.00,1.00
154.00,60.00,"94551",2.00,36.00,1,0,0,22.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00
155.00,54.00,"92612",4.00,29.00,0,0,1,58.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00
156.00,24.00,"94596",4.00,0.00,1,0,0,60.00,1.60,0.00,0.00,0.00,0.00,1.00,0.00
157.00,26.00,"92131",4.00,0.00,1,0,0,15.00,0.40,0.00,0.00,0.00,0.00,0.00,1.00
158.00,41.00,"94025",4.00,17.00,1,0,0,83.00,2.66,0.00,0.00,0.00,0.00,1.00,1.00
159.00,32.00,"94720",2.00,6.00,0,0,1,79.00,1.50,0.00,0.00,0.00,0.00,1.00,1.00
160.00,61.00,"94545",4.00,35.00,0,1,0,41.00,1.70,0.00,0.00,1.00,0.00,1.00,0.00
161.00,29.00,"95819",4.00,0.00,0,0,1,134.00,6.50,0.00,1.00,0.00,0.00,0.00,0.00
162.00,61.00,"95053",2.00,35.00,1,0,0,80.00,2.80,0.00,0.00,0.00,0.00,1.00,0.00
163.00,38.00,"90036",1.00,12.00,1,0,0,52.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
164.00,28.00,"91125",4.00,4.00,1,0,0,70.00,2.60,0.00,0.00,0.00,0.00,1.00,0.00
165.00,53.00,"95120",2.00,27.00,1,0,0,92.00,1.10,0.00,0.00,1.00,0.00,0.00,0.00
166.00,27.00,"94706",1.00,1.00,1,0,0,43.00,1.50,0.00,0.00,0.00,0.00,1.00,0.00
167.00,25.00,"95827",3.00,1.00,0,1,0,21.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
168.00,33.00,"94305",3.00,9.00,0,0,1,23.00,0.90,0.00,0.00,0.00,0.00,1.00,1.00
169.00,50.00,"91320",4.00,26.00,1,0,0,13.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00
170.00,27.00,"90503",4.00,1.00,0,0,1,112.00,2.10,0.00,0.00,0.00,0.00,0.00,1.00
171.00,27.00,"90250",2.00,1.00,1,0,0,138.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00
172.00,52.00,"95817",3.00,28.00,1,0,0,11.00,0.40,0.00,0.00,1.00,0.00,0.00,0.00
173.00,38.00,"92717",2.00,13.00,1,0,0,171.00,7.80,0.00,0.00,0.00,0.00,1.00,0.00
174.00,58.00,"90095",4.00,34.00,1,0,0,42.00,1.50,0.00,0.00,0.00,0.00,1.00,1.00
175.00,42.00,"95503",2.00,17.00,0,1,0,168.00,7.90,0.00,1.00,0.00,0.00,1.00,0.00
176.00,45.00,"91711",4.00,20.00,0,1,0,85.00,1.10,0.00,0.00,1.00,0.00,1.00,0.00
177.00,52.00,"93111",3.00,25.00,0,1,0,44.00,1.00,135.00,0.00,0.00,0.00,1.00,0.00
178.00,29.00,"94132",4.00,3.00,0,1,0,65.00,1.80,244.00,0.00,0.00,0.00,0.00,0.00
179.00,53.00,"95818",4.00,29.00,1,0,0,24.00,0.20,0.00,0.00,0.00,0.00,1.00,1.00
180.00,62.00,"91942",1.00,37.00,1,0,0,11.00,0.10,0.00,0.00,0.00,0.00,1.00,0.00
181.00,51.00,"90401",2.00,27.00,0,0,1,38.00,1.00,164.00,0.00,0.00,0.00,1.00,0.00
182.00,36.00,"93524",4.00,12.00,0,1,0,10.00,0.70,81.00,0.00,0.00,0.00,0.00,0.00
183.00,24.00,"95133",1.00,0.00,1,0,0,135.00,1.50,0.00,0.00,0.00,0.00,1.00,0.00
184.00,29.00,"92173",3.00,3.00,1,0,0,148.00,4.10,0.00,1.00,0.00,0.00,1.00,0.00
185.00,52.00,"92717",2.00,26.00,0,1,0,63.00,1.50,0.00,0.00,1.00,0.00,1.00,0.00
186.00,39.00,"91320",1.00,14.00,0,0,1,115.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00
187.00,48.00,"95616",1.00,23.00,1,0,0,45.00,0.30,0.00,0.00,0.00,0.00,1.00,1.00
188.00,46.00,"94305",3.00,21.00,0,0,1,159.00,1.90,315.00,1.00,0.00,0.00,1.00,0.00
189.00,64.00,"91320",2.00,40.00,1,0,0,169.00,2.10,122.00,0.00,0.00,0.00,1.00,0.00
190.00,55.00,"94043",2.00,29.00,1,0,0,112.00,1.40,0.00,0.00,0.00,0.00,1.00,0.00
191.00,60.00,"92521",1.00,36.00,1,0,0,93.00,4.30,0.00,0.00,0.00,0.00,1.00,0.00
192.00,51.00,"90404",1.00,25.00,0,0,1,29.00,0.30,140.00,0.00,0.00,0.00,0.00,0.00
193.00,50.00,"92122",1.00,23.00,0,1,0,85.00,2.66,0.00,0.00,0.00,0.00,1.00,0.00
194.00,48.00,"93118",4.00,24.00,1,0,0,21.00,0.60,0.00,0.00,0.00,0.00,1.00,1.00
195.00,53.00,"92697",2.00,29.00,1,0,0,144.00,6.80,0.00,0.00,0.00,0.00,1.00,0.00
196.00,34.00,"94577",4.00,10.00,1,0,0,13.00,1.00,95.00,0.00,1.00,0.00,1.00,0.00
197.00,48.00,"93407",1.00,24.00,1,0,0,165.00,5.00,0.00,0.00,0.00,0.00,0.00,1.00
198.00,55.00,"91345",4.00,31.00,1,0,0,9.00,0.70,89.00,0.00,0.00,0.00,1.00,0.00
199.00,27.00,"94123",4.00,3.00,1,0,0,59.00,0.00,90.00,0.00,1.00,0.00,1.00,0.00
200.00,36.00,"92152",1.00,11.00,0,0,1,158.00,5.10,0.00,1.00,0.00,1.00,1.00,1.00
201.00,32.00,"91355",1.00,6.00,0,0,1,29.00,1.90,0.00,0.00,0.00,0.00,1.00,1.00
202.00,35.00,"94609",2.00,9.00,0,0,1,20.00,1.40,0.00,0.00,0.00,0.00,1.00,1.00
203.00,30.00,"94306",4.00,3.00,0,1,0,68.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00
204.00,58.00,"95747",4.00,34.00,1,0,0,65.00,2.20,0.00,0.00,0.00,0.00,1.00,0.00
205.00,56.00,"96150",2.00,31.00,0,1,0,61.00,1.90,105.00,0.00,0.00,0.00,0.00,0.00
206.00,38.00,"95616",4.00,12.00,0,1,0,91.00,1.40,100.00,0.00,0.00,0.00,0.00,1.00
207.00,49.00,"91355",1.00,25.00,1,0,0,31.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00
208.00,34.00,"94115",4.00,10.00,0,1,0,71.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00
209.00,40.00,"94110",4.00,16.00,1,0,0,73.00,2.66,0.00,0.00,0.00,0.00,1.00,1.00
210.00,64.00,"94707",4.00,39.00,1,0,0,172.00,3.10,282.00,1.00,0.00,1.00,1.00,1.00
211.00,51.00,"92131",2.00,26.00,1,0,0,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212.00,44.00,"94720",1.00,18.00,1,0,0,55.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00
213.00,46.00,"91604",2.00,22.00,1,0,0,69.00,1.70,209.00,0.00,0.00,0.00,0.00,0.00
214.00,57.00,"91326",1.00,33.00,1,0,0,155.00,7.40,0.00,0.00,0.00,0.00,1.00,0.00
215.00,54.00,"90291",1.00,28.00,0,1,0,94.00,1.90,0.00,0.00,0.00,0.00,0.00,0.00
216.00,38.00,"95818",2.00,14.00,1,0,0,92.00,0.00,249.00,0.00,0.00,0.00,1.00,1.00
217.00,27.00,"95521",2.00,3.00,1,0,0,125.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00
218.00,39.00,"94305",3.00,14.00,1,0,0,74.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
219.00,44.00,"92807",3.00,20.00,0,0,1,72.00,0.30,0.00,0.00,0.00,0.00,1.00,0.00
220.00,56.00,"94707",1.00,30.00,0,0,1,61.00,2.20,0.00,0.00,0.00,0.00,1.00,1.00
221.00,32.00,"92130",2.00,6.00,1,0,0,25.00,0.30,0.00,0.00,0.00,0.00,0.00,1.00
222.00,45.00,"95051",2.00,19.00,0,1,0,83.00,1.70,0.00,0.00,0.00,0.00,1.00,0.00
223.00,26.00,"94306",3.00,2.00,1,0,0,104.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00
224.00,55.00,"95014",3.00,25.00,0,0,1,41.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00
225.00,52.00,"94305",4.00,27.00,0,0,1,58.00,1.80,91.00,0.00,0.00,0.00,0.00,0.00
226.00,39.00,"94720",1.00,13.00,0,0,1,93.00,1.50,0.00,0.00,0.00,0.00,0.00,1.00
227.00,24.00,"94085",2.00,-1.00,0,1,0,39.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00
228.00,47.00,"94551",2.00,23.00,1,0,0,148.00,7.50,0.00,0.00,0.00,1.00,1.00,1.00
229.00,47.00,"92677",4.00,22.00,0,0,1,53.00,1.90,98.00,0.00,1.00,1.00,0.00,1.00
230.00,48.00,"93117",2.00,24.00,1,0,0,71.00,1.70,145.00,0.00,0.00,0.00,0.00,1.00
231.00,47.00,"94720",1.00,22.00,0,1,0,92.00,2.80,0.00,0.00,0.00,0.00,1.00,0.00
232.00,35.00,"94304",4.00,10.00,0,0,1,61.00,2.10,0.00,0.00,0.00,0.00,1.00,0.00
233.00,46.00,"94122",3.00,19.00,0,1,0,38.00,2.50,135.00,0.00,0.00,0.00,0.00,0.00
234.00,62.00,"91320",4.00,37.00,1,0,0,58.00,1.70,0.00,0.00,0.00,0.00,1.00,0.00
235.00,26.00,"95616",1.00,1.00,0,1,0,80.00,0.80,150.00,0.00,0.00,0.00,0.00,0.00
236.00,38.00,"94720",4.00,8.00,0,0,1,71.00,1.80,0.00,0.00,0.00,0.00,1.00,0.00
237.00,43.00,"93407",3.00,18.00,0,0,1,89.00,0.50,0.00,0.00,0.00,0.00,1.00,1.00
238.00,62.00,"92521",1.00,38.00,0,0,1,83.00,1.80,0.00,0.00,0.00,0.00,1.00,0.00
